"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD"
"Dog","","2024-03-04 10:11:03.133","2024-03-04 10:11:03.133","2023-11-06 10:12:53.0","2500","65","Animal Bite","2023-11-20 10:12:53.0","Animal Bite","1769312","","","CLOSED","BREMEN AVE","14"
"Dog","","2023-11-13 09:11:18.21","2023-11-13 09:11:18.21","2023-11-10 10:51:28.0","2100","21","Animal Bite","2023-11-24 10:51:28.0","Animal Bite","1770996","","","CLOSED","S 11TH ST","08"
"Dog","","2024-04-03 10:50:28.513","2024-04-03 10:50:28.513","2023-11-27 11:48:18.0","2000","65","Animal Bite","2023-12-11 11:48:18.0","Animal Bite","1774564","","","CLOSED","AGNES AVE","14"
"Dog","","2024-03-18 09:32:04.393","2024-03-18 09:32:04.393","2023-11-28 11:38:50.0","5500","72","Animal Bite","2023-12-12 11:38:50.0","Animal Bite","1774999","","","CLOSED","EMERSON AVE","13"
"Dog","","2024-05-13 11:11:54.577","2024-05-13 11:11:54.577","2023-12-04 08:22:21.0","6500","09","Animal Bite","2023-12-18 08:22:21.0","Animal Bite","1776541","","","CLOSED","WINONA AVE","04"
"Dog","","2023-12-05 09:28:51.663","2023-12-05 09:28:51.663","2023-12-04 08:28:12.0","5500","76","Animal Bite","2023-12-18 08:28:12.0","Animal Bite","1776548","","","CLOSED","ACME AVE","13"
"Dog","","2024-05-02 14:44:48.4","2024-05-02 14:44:48.46","2023-12-04 09:26:15.0","4200","05","Animal Bite","2023-12-18 09:26:15.0","Animal Bite","1776586","","","CLOSED","BEETHOVEN AVE","02"
"Dog","","2023-12-13 10:16:29.883","2023-12-13 10:16:29.883","2023-12-04 14:17:33.0","1200","41","Animal Bite","2023-12-18 14:17:33.0","Animal Bite","1776798","","","CLOSED","MACKLIND AVE","04"
"Dog","","2024-01-16 11:07:32.827","2024-01-16 11:07:32.827","2023-12-05 15:15:26.0","5300","1","Animal Bite","2023-12-19 15:15:26.0","Animal Bite","1777104","","","CLOSED","REBER PL","01"
"Dog","","2023-12-15 09:03:21.613","2023-12-15 09:03:21.613","2023-12-12 11:47:30.0","2900","30","Animal Bite","2023-12-26 11:47:30.0","Animal Bite","1778846","","","CLOSED","WYOMING ST","07"
"Dog","","","2024-02-02 00:00:00.0","2023-12-15 08:21:44.0","600","38","Animal Bite","2023-12-29 08:21:44.0","Animal Bite","1779734","","","Closed","N EUCLID AVE","09"
"Dog","","2024-01-05 11:37:22.793","2024-01-05 11:37:22.793","2023-12-18 08:36:35.0","3000","19","Animal Bite","2024-01-01 08:36:35.0","Animal Bite","1780210","","","CLOSED","MIAMI ST","07"
"Cat","","2024-03-20 16:02:22.313","2024-03-20 16:02:22.313","2023-12-18 08:52:38.0","1100","01","Animal Bite","2024-01-01 08:52:38.0","Animal Bite","1780222","","","CLOSED","DOVER PL","03"
"Dog","","2024-01-09 09:31:07.28","2024-01-09 09:31:07.28","2023-12-18 09:01:05.0","4600","17","Animal Bite","2024-01-01 09:01:05.0","Animal Bite","1780228","","","CLOSED","S BROADWAY","08"
"Dog","","2024-01-05 11:39:43.0","2024-01-05 11:40:45.087","2023-12-19 16:43:45.0","3900","18","Animal Bite","2024-01-02 16:43:45.0","Animal Bite","1780768","","","CLOSED","MISSOURI AVE","08"
"Cat","","2024-02-07 10:21:09.99","2024-02-07 10:21:09.99","2023-12-21 12:53:39.0","1200","41","Animal Bite","2024-01-04 12:53:39.0","Animal Bite","1781288","","","CLOSED","MACKLIND AVE","04"
"Dog","","2024-03-20 15:58:40.807","2024-03-20 15:58:40.807","2023-12-29 08:41:48.0","4500","17","Animal Bite","2024-01-12 08:41:48.0","Animal Bite","1782581","","","CLOSED","NEBRASKA AVE","03"
"Dog","","2024-02-01 10:34:11.183","2024-02-01 10:34:11.183","2024-01-02 15:59:25.0","7600","02","Animal Bite","2024-01-16 15:59:25.0","Animal Bite","1783254","","","CLOSED","VIRGINIA AVE","01"
"Cat","","2024-02-08 08:38:11.183","2024-02-08 08:38:11.183","2024-01-03 12:47:54.0","1200","41","Animal Bite","2024-01-17 12:47:54.0","Animal Bite","1783531","","","CLOSED","MACKLIND AVE","04"
"Dog","","2024-01-03 16:11:03.007","2024-01-03 16:11:03.007","2024-01-03 13:22:09.0","5300","40","Animal Bite","2024-01-17 13:22:09.0","Animal Bite","1783547","","","CLOSED","MANCHESTER AVE","09"
"Dog","","2024-01-25 09:05:20.417","2024-01-25 09:05:20.417","2024-01-04 08:47:17.0","4400","16","Animal Bite","2024-01-18 08:47:17.0","Animal Bite","1783765","","","CLOSED","S SPRING AVE","03"
"Dog","","2024-01-25 09:03:34.55","2024-01-25 09:03:34.55","2024-01-04 13:43:49.0","4400","16","Animal Bite","2024-01-18 13:43:49.0","Animal Bite","1783949","","","CLOSED","S 38TH ST","03"
"Dog","","2024-02-20 15:38:06.557","2024-02-20 15:38:06.557","2024-01-08 09:35:48.0","10200","75","Animal Bite","2024-01-22 09:35:48.0","Animal Bite","1784660","","","CLOSED","LOOKAWAY DR","13"
"Dog","","2024-02-27 12:51:29.863","2024-02-27 12:51:29.863","2024-01-08 16:49:52.0","5700","46","Animal Bite","2024-01-22 16:49:52.0","Animal Bite","1784888","","","CLOSED","DEGIVERVILLE AVE","10"
"Dog","","2024-02-23 13:07:43.31","2024-02-23 13:07:43.31","2024-01-10 08:36:55.0","4100","04","Animal Bite","2024-01-24 08:36:55.0","Animal Bite","1785253","","","CLOSED","DAVIS ST","01"
"Dog","","2024-05-22 09:48:00.423","2024-05-22 09:48:00.423","2024-01-12 11:06:16.0","5100","51","Animal Bite","2024-01-26 11:06:16.0","Animal Bite","1785993","","","CLOSED","PAGE BLVD","10"
"Dog","","2024-02-01 10:28:33.43","2024-02-01 10:28:33.43","2024-01-18 21:32:54.0","4500","05","Animal Bite","2024-02-01 21:32:54.0","Animal Bite","1787395","","","CLOSED","ADKINS AVE","01"
"Cat","","2024-04-15 10:55:08.31","2024-04-15 10:55:08.39","2024-01-22 00:04:11.0","5200","01","Animal Bite","2024-02-05 00:04:11.0","Animal Bite","1787980","","","CLOSED","LOUISIANA AVE","03"
"Dog","","2024-02-07 18:18:40.503","2024-02-07 18:18:40.503","2024-01-22 04:41:10.0","4300","05","Animal Bite","2024-02-05 04:41:10.0","Animal Bite","1787988","","","CLOSED","EICHELBERGER ST","01"
"Dog","","2024-04-03 10:41:59.457","2024-04-03 10:41:59.457","2024-01-25 08:38:10.0","5600","47","Animal Bite","2024-02-08 08:38:10.0","Animal Bite","1789202","","","CLOSED","PERSHING AVE","10"
"Cat","","2024-04-22 11:26:38.04","2024-04-22 11:26:38.04","2024-01-29 12:51:25.0","2900","13","Animal Bite","2024-02-12 12:51:25.0","Animal Bite","1790465","","","CLOSED","59TH ST","05"
"Unknown or not provided","","2024-07-22 12:33:02.95","2024-07-22 12:33:02.95","2024-02-05 08:59:16.0","6100","11","Animal Bite","2024-02-19 08:59:16.0","Animal Bite","1792521","","","CLOSED","HOFFMAN AVE","04"
"Cat","","2024-05-17 09:27:05.057","2024-05-17 09:27:05.057","2024-02-05 16:51:33.0","6200","11","Animal Bite","2024-02-19 16:51:33.0","Animal Bite","1792926","","","CLOSED","COLUMBIA AVE","04"
"Dog","","2024-05-17 09:28:21.507","2024-05-17 09:28:21.507","2024-02-05 16:58:33.0","3300","09","Animal Bite","2024-02-19 16:58:33.0","Animal Bite","1792931","","","CLOSED","IVANHOE AVE","04"
"Dog","","2024-05-17 11:24:28.887","2024-05-17 11:24:28.887","2024-02-08 18:51:07.0","100","38","Animal Bite","2024-02-22 18:51:07.0","Animal Bite","1794098","","","CLOSED","N KINGSHIGHWAY BLVD","09"
"Dog","","2024-03-12 09:09:24.7","2024-03-12 09:09:24.7","2024-02-09 08:58:58.0","6200","11","Animal Bite","2024-02-23 08:58:58.0","Animal Bite","1794168","","","CLOSED","ODELL ST","04"
"Unknown or not provided","2024-02-13 08:10:46.0","2024-02-12 17:00:10.0","","2024-02-12 16:59:03.0","","","Animal Bite","2024-02-26 16:59:03.0","Animal Bite","1794936","","","CANCEL","",""
"Dog","","2024-02-26 09:18:14.493","2024-02-26 09:18:14.493","2024-02-13 10:42:32.0","5500","72","Animal Bite","2024-02-27 10:42:32.0","Animal Bite","1795074","","","CLOSED","WREN AVE","13"
"Dog","","2024-04-01 10:51:46.0","2024-04-22 11:29:02.947","2024-02-19 19:39:51.0","2800","37","Animal Bite","2024-03-04 19:39:51.0","Animal Bite","1796466","","","CLOSED","CLARK AVE","11"
"Dog","","2024-04-22 11:29:15.577","2024-04-22 11:29:15.577","2024-02-19 20:57:21.0","5400","06","Animal Bite","2024-03-04 20:57:21.0","Animal Bite","1796482","","","CLOSED","S KINGSHIGHWAY BLVD","05"
"Dog","2024-02-20 07:45:49.0","","","2024-02-19 20:59:29.0","5400","06","Animal Bite","2024-03-04 20:59:29.0","Animal Bite","1796484","","","CANCEL","S KINGSHIGHWAY BLVD","05"
"Dog","","2024-03-05 11:26:59.193","2024-03-05 11:26:59.193","2024-02-21 16:52:21.0","3700","04","Animal Bite","2024-03-06 16:52:21.0","Animal Bite","1797216","","","CLOSED","COMSTOCK DR","01"
"Dog","","2024-02-23 16:46:48.1","2024-02-23 16:46:48.1","2024-02-23 14:19:38.0","4100","04","Animal Bite","2024-03-08 14:19:38.0","Animal Bite","1797922","","","CLOSED","DAVIS ST","01"
"Cat","","2024-02-28 11:06:19.67","2024-02-28 11:06:19.67","2024-02-26 12:21:12.0","","","Animal Bite","2024-03-11 12:21:12.0","Animal Bite","1798435","","","CLOSED","1016 TOWN & COUNTRY CROSSING DR. 63017",""
"Dog","","2024-02-29 09:26:02.843","2024-02-29 09:26:02.843","2024-02-27 10:23:45.0","2900","56","Animal Bite","2024-03-12 10:23:45.0","Animal Bite","1798717","","","CLOSED","N SARAH ST","12"
"Dog","","2024-03-12 09:52:09.61","2024-03-12 09:52:09.61","2024-02-28 14:53:14.0","6400","11","Animal Bite","2024-03-13 14:53:14.0","Animal Bite","1799285","","","CLOSED","SOUTHWEST AVE","04"
"Dog","","2024-04-01 10:52:02.88","2024-04-01 10:52:02.88","2024-02-28 18:35:51.0","2700","37","Animal Bite","2024-03-13 18:35:51.0","Animal Bite","1799425","","","CLOSED","WALNUT PL","11"
"Dog","","2024-03-14 11:17:27.647","2024-03-14 11:17:27.647","2024-03-04 11:32:20.0","5400","71","Animal Bite","2024-03-18 11:32:20.0","Animal Bite","1800523","","","CLOSED","GERALDINE AVE","12"
"Dog","","2024-03-07 11:31:37.867","2024-03-07 11:31:37.867","2024-03-04 18:25:19.0","2800","37","Animal Bite","2024-03-18 18:25:19.0","Animal Bite","1800772","","","CLOSED","CLARK AVE","11"
"Dog","","2024-08-01 10:48:34.51","2024-08-01 10:48:34.51","2024-03-12 13:40:25.0","2800","37","Animal Bite","2024-03-26 13:40:25.0","Animal Bite","1803228","","","CLOSED","CLARK AVE","11"
"Dog","","2024-03-18 10:26:52.733","2024-03-18 10:26:52.733","2024-03-17 14:46:51.0","5200","Princeton Heights","Animal Bite","2024-03-31 14:46:51.0","Animal Bite","1804538","","","CLOSED","BLOW ST","12"
"Dog","","2024-04-02 15:11:59.0","2024-04-02 15:11:59.63","2024-03-18 13:12:03.0","6200","09","Animal Bite","2024-04-01 13:12:03.0","Animal Bite","1804776","","","CLOSED","SCANLAN AVE","04"
"Dog","","2024-04-03 10:55:05.777","2024-04-03 10:55:05.777","2024-03-20 16:39:30.0","3300","30","Animal Bite","2024-04-03 16:39:30.0","Animal Bite","1805714","","","CLOSED","CALIFORNIA AVE #1","07"
"Dog","","2024-05-08 09:14:05.663","2024-05-08 09:14:05.663","2024-03-25 12:09:33.0","4000","15","Animal Bite","2024-04-08 12:09:33.0","Animal Bite","1806825","","","CLOSED","FAIRVIEW AVE","06"
"Dog","","2024-03-26 09:21:21.083","2024-03-26 09:21:21.083","2024-03-25 13:48:57.0","5500","47","Animal Bite","2024-04-08 13:48:57.0","Animal Bite","1806886","","","CLOSED","PERSHING AVE","10"
"Dog","","2024-04-10 09:02:14.15","2024-04-10 09:02:14.15","2024-03-25 15:00:45.0","5600","47","Animal Bite","2024-04-08 15:00:45.0","Animal Bite","1806920","","","CLOSED","PERSHING AVE","10"
"Dog","","2024-04-05 09:04:14.53","2024-04-05 09:04:14.53","2024-03-29 12:29:25.0","6200","04","Animal Bite","2024-04-12 12:29:25.0","Animal Bite","1808249","","","CLOSED","PRINTZ AVE","01"
"Dog","","","","2024-03-30 14:21:50.0","5400","07","Animal Bite","2024-04-13 14:21:50.0","Animal Bite","1808416","","","Disptch","SUTHERLAND AVE","05"
"Cat","","","","2024-04-01 11:44:59.0","4200","39","Animal Bite","2024-04-15 11:44:59.0","Animal Bite","1808736","","","Disptch","VISTA AVE","09"
"Cat","","2024-05-13 11:41:16.233","2024-05-13 11:41:16.233","2024-04-01 11:55:43.0","5800","41","Animal Bite","2024-04-15 11:55:43.0","Animal Bite","1808744","","","CLOSED","HIGHLAND PLZ","04"
"Dog","","2024-08-01 11:14:37.45","2024-08-01 11:14:37.45","2024-04-01 13:47:27.0","2000","23","Animal Bite","2024-04-15 13:47:27.0","Animal Bite","1808838","","","CLOSED","RUSSELL AVE","08"
"Dog","","2024-04-09 11:08:23.0","2024-04-09 11:08:23.4","2024-04-04 09:38:27.0","7000","09","Animal Bite","2024-04-18 09:38:27.0","Animal Bite","1809852","","","CLOSED","PERNOD AVE","04"
"Dog","","2024-04-24 12:33:16.2","2024-04-24 12:33:16.2","2024-04-04 16:05:26.0","4400","16","Animal Bite","2024-04-18 16:05:26.0","Animal Bite","1810064","","","CLOSED","LOUISIANA AVE","03"
"Cat","","2024-04-18 08:52:39.52","2024-04-18 08:52:39.52","2024-04-10 09:47:41.0","6600","09","Animal Bite","2024-04-24 09:47:41.0","Animal Bite","1811691","","","CLOSED","SUTHERLAND AVE","04"
"Dog","","2024-05-06 11:06:54.637","2024-05-06 11:06:54.637","2024-04-17 10:13:45.0","4800","53","Animal Bite","2024-05-01 10:13:45.0","Animal Bite","1814096","","","CLOSED","FOUNTAIN AVE","10"
"Dog","","2024-04-25 08:58:12.913","2024-04-25 08:58:12.913","2024-04-17 13:18:28.0","4800","06","Animal Bite","2024-05-01 13:18:28.0","Animal Bite","1814249","","","CLOSED","GOETHE AVE","02"
"Cat","","2024-07-18 12:47:18.03","2024-07-18 12:47:18.03","2024-04-19 14:26:26.0","1900","65","Animal Bite","2024-05-03 14:26:26.0","Animal Bite","1815253","","","CLOSED","DESTREHAN ST","14"
"Dog","","2024-06-13 15:54:56.153","2024-06-13 15:54:56.153","2024-04-22 12:44:53.0","1500","42","Animal Bite","2024-05-06 12:44:53.0","Animal Bite","1815829","","","CLOSED","GRAHAM ST","04"
"Dog","","2024-05-23 15:20:48.98","2024-05-23 15:20:48.98","2024-05-02 15:45:23.0","3100","30","Animal Bite","2024-05-16 15:45:23.0","Animal Bite","1819740","","","CLOSED","IOWA AVE","07"
"Cat","","2024-05-07 09:53:55.1","2024-05-07 09:53:55.1","2024-05-06 14:21:51.0","5000","06","Animal Bite","2024-05-20 14:21:51.0","Animal Bite","1820927","","","CLOSED","RHODES AVE","02"
"Dog","","2024-05-16 11:03:36.587","2024-05-16 11:03:36.587","2024-05-06 17:40:52.0","4100","69","Animal Bite","2024-05-20 17:40:52.0","Animal Bite","1821050","","","CLOSED","N TAYLOR AVE","11"
"Dog","","","","2024-05-13 12:01:18.0","5100","38","Animal Bite","2024-05-27 12:01:18.0","Animal Bite","1823339","","","Disptch","WATERMAN BLVD","09"
"Cat","","2024-08-02 09:31:34.643","2024-08-02 09:31:34.643","2024-07-25 09:28:55.0","4100","27","Animal Bite","2024-08-08 09:28:55.0","Animal Bite","1853490","","","CLOSED","BOTANICAL AVE","06"
"Cat","","2024-08-06 08:59:28.05","2024-08-06 08:59:28.05","2024-08-01 10:39:18.0","1200","41","Animal Bite","2024-08-15 10:39:18.0","Animal Bite","1856304","","","CLOSED","MACKLIND AVE","04"
"Dog","","2024-08-05 09:31:26.247","2024-08-05 09:31:26.247","2024-08-05 09:21:59.0","4300","58","Animal Bite","2024-08-19 09:21:59.0","Animal Bite","1857416","","","CLOSED","WEST BELLE PL","12"
"Dog","","2024-08-19 09:56:46.58","2024-08-19 09:56:46.58","2024-08-09 16:37:36.0","3800","15","Animal Bite","2024-08-23 16:37:36.0","Animal Bite","1859633","","","CLOSED","S UTAH PL","06"
"Dog","","2024-09-06 09:29:18.967","2024-09-06 09:29:18.967","2024-08-12 11:10:52.0","4200","16","Animal Bite","2024-08-26 11:10:52.0","Animal Bite","1860196","","","CLOSED","S 38TH ST","03"
"Dog","","2024-08-19 13:02:28.353","2024-08-19 13:02:28.353","2024-08-12 13:21:07.0","1700","06","Animal Bite","2024-08-26 13:21:07.0","Animal Bite","1860281","","","CLOSED","CALIFORNIA","07"
"Dog","","2024-08-19 11:53:31.073","2024-08-19 11:53:31.073","2024-08-13 11:02:22.0","3300","22","Animal Bite","2024-08-27 11:02:22.0","Animal Bite","1860665","","","CLOSED","ILLINOIS AVE","08"
"Dog","","2024-09-04 15:22:42.0","2024-10-07 09:58:30.663","2024-08-14 13:58:28.0","6100","05","Animal Bite","2024-08-28 13:58:28.0","Animal Bite","1861218","","","CLOSED","PENNSYLVANIA","01"
"Dog","","2024-08-28 19:06:25.277","2024-08-28 19:06:25.277","2024-08-15 11:35:37.0","1500","73","Animal Bite","2024-08-29 11:35:37.0","Animal Bite","1861621","","","CLOSED","GIESEKING LN","13"
"Cat","","2024-08-23 13:38:22.977","2024-08-23 13:38:22.977","2024-08-16 09:16:43.0","3400","15","Animal Bite","2024-08-30 09:16:43.0","Animal Bite","1861966","","","CLOSED","GILES AVE","06"
"Dog","","2024-09-06 09:30:33.983","2024-09-06 09:30:33.983","2024-08-17 12:22:13.0","6600","01","Animal Bite","2024-08-31 12:22:13.0","Animal Bite","1862420","","","CLOSED","IDAHO AVE","01"
"Unknown or not provided","","2024-09-26 09:30:49.527","2024-09-26 09:30:49.527","2024-08-27 08:35:48.0","3000","63","Animal Bite","2024-09-10 08:35:48.0","Animal Bite","1865797","","","CLOSED","N 13TH ST","14"
"Dog","","2024-08-28 15:07:04.403","2024-08-28 15:07:04.403","2024-08-28 14:25:24.0","5400","71","Animal Bite","2024-09-11 14:25:24.0","Animal Bite","1866467","","","CLOSED","N KINGSHIGHWAY BLVD","12"
"Cat","","2024-09-06 09:33:00.6","2024-09-06 09:33:00.6","2024-09-04 12:28:05.0","4000","04","Animal Bite","2024-09-18 12:28:05.0","Animal Bite","1868707","","","CLOSED","HAVEN ST","01"
"Wildlife","","2024-09-13 11:21:26.907","2024-09-13 11:21:26.907","2024-09-04 15:59:28.0","2600","24","Animal Bite","2024-09-18 15:59:28.0","Animal Bite","1868830","","","CLOSED","CALIFORNIA AVE","07"
"Dog","","2024-09-18 11:40:21.777","2024-09-18 11:40:21.777","2024-09-12 09:41:01.0","1200","41","Animal Bite","2024-09-26 09:41:01.0","Animal Bite","1871336","","","CLOSED","MACKLIND AVE","04"
"Dog","","2024-09-23 12:40:25.0","2024-09-23 12:40:25.987","2024-09-17 21:04:02.0","3200","30","Animal Bite","2024-10-01 21:04:02.0","Animal Bite","1873171","","","CLOSED","IOWA AVE","07"
"Cat","","2024-09-27 12:06:11.687","2024-09-27 12:06:11.687","2024-09-23 13:23:34.0","5200","12","Animal Bite","2024-10-07 13:23:34.0","Animal Bite","1874838","","","CLOSED","ELIZABETH AVE","05"
"Dog","","2024-10-09 12:23:50.333","2024-10-09 12:23:50.333","2024-09-24 10:02:17.0","1200","41","Animal Bite","2024-10-08 10:02:17.0","Animal Bite","1875134","","","CLOSED","MACKLIND AVE","04"
"Cat","","2024-09-30 14:10:29.113","2024-09-30 14:10:29.113","2024-09-25 18:53:39.0","5500","01","Animal Bite","2024-10-09 18:53:39.0","Animal Bite","1875995","","","CLOSED","TENNESSEE AVE","03"
"Cat","","2024-10-15 09:03:09.313","2024-10-15 09:03:09.313","2024-09-26 08:44:02.0","5500","01","Animal Bite","2024-10-10 08:44:02.0","Animal Bite","1876071","","","CLOSED","TENNESSEE AVE","03"
"Dog","","2024-10-28 12:56:16.113","2024-10-28 12:56:16.113","2024-09-30 10:33:30.0","3700","03","Animal Bite","2024-10-14 10:33:30.0","Animal Bite","1877232","","","CLOSED","BATES ST","01"
"Dog","","","","2024-09-30 14:36:42.0","4400","69","Animal Bite","2024-10-14 14:36:42.0","Animal Bite","1877385","","","Disptch","KOSSUTH AVE","11"
"Dog","","2024-10-02 14:36:30.823","2024-10-02 14:36:30.823","2024-10-01 11:28:46.0","5500","13","Animal Bite","2024-10-15 11:28:46.0","Animal Bite","1877758","","","CLOSED","CONNECTICUT AVE","05"
"Dog","","2024-10-16 10:39:50.873","2024-10-16 10:39:50.873","2024-10-02 08:53:18.0","3500","19","Animal Bite","2024-10-16 08:53:18.0","Animal Bite","1878067","","","CLOSED","LOUISIANA AVE","07"
"Dog","","2024-10-09 12:10:11.353","2024-10-09 12:10:11.353","2024-10-07 08:27:07.0","5100","51","Animal Bite","2024-10-21 08:27:07.0","Animal Bite","1879396","","","CLOSED","CABANNE AVE","10"
"Dog","","2024-05-23 12:29:33.35","2024-05-23 12:29:33.35","2024-05-13 12:38:57.0","5600","06","Animal Bite","2024-05-27 12:38:57.0","Animal Bite","1823367","","","CLOSED","ROSA AVE","05"
"Dog","","2024-05-17 10:19:52.6","2024-05-17 10:19:52.6","2024-05-13 12:59:26.0","1700","60","Animal Bite","2024-05-27 12:59:26.0","Animal Bite","1823376","","","CLOSED","N 22ND ST","14"
"Dog","","2024-05-29 09:21:40.48","2024-05-29 09:21:40.48","2024-05-16 16:12:22.0","1200","41","Animal Bite","2024-05-30 16:12:22.0","Animal Bite","1825023","","","CLOSED","MACKLIND AVE","04"
"Dog","","2024-05-23 10:34:42.447","2024-05-23 10:34:42.447","2024-05-21 13:53:06.0","4100","16","Animal Bite","2024-06-04 13:53:06.0","Animal Bite","1826769","","","CLOSED","E IOWA AVE","03"
"Dog","","2024-06-03 13:06:55.317","2024-06-03 13:06:55.317","2024-05-21 14:23:12.0","5000","14","Animal Bite","2024-06-04 14:23:12.0","Animal Bite","1826808","","","CLOSED","PERNOD AVE","05"
"Dog","","2024-09-03 14:31:47.377","2024-09-03 14:31:47.377","2024-05-29 09:25:44.0","3100","56","Animal Bite","2024-10-30 09:25:00.0","Animal Bite","1829701","","","CLOSED","ROLLA PL","12"
"Cat","","2024-05-29 09:44:16.0","2024-05-29 09:44:16.847","2024-05-29 09:38:37.0","6000","09","Animal Bite","2024-06-12 09:38:37.0","Animal Bite","1829717","","","CLOSED","JUNIATA AVE","04"
"Dog","","2024-06-11 08:54:59.333","2024-06-11 08:54:59.333","2024-05-29 10:12:06.0","1200","41","Animal Bite","2024-06-12 10:12:06.0","Animal Bite","1829757","","","CLOSED","MACKLIND AVE","04"
"Dog","","2024-05-31 16:46:03.547","2024-05-31 16:46:03.547","2024-05-29 10:36:23.0","3900","27","Animal Bite","2024-06-12 10:36:23.0","Animal Bite","1829775","","","CLOSED","MAGNOLIA AVE","06"
"Dog","","2024-06-07 15:56:05.233","2024-06-07 15:56:05.233","2024-06-01 23:09:19.0","2200","24","Animal Bite","2024-06-15 23:09:19.0","Animal Bite","1831445","","","CLOSED","OREGON AVE","07"
"Dog","","2024-09-06 13:06:50.257","2024-09-06 13:06:50.257","2024-06-05 08:36:37.0","4800","17","Animal Bite","2024-06-19 08:36:37.0","Animal Bite","1832707","","","CLOSED","NEBRASKA AVE","08"
